왜 꿀강이라는지 모르겠음.. 아직 시험치기 전이긴한데 느끼는 거 그대로 말씀드릴게요  1. 영전인데 도저히 알아들을 수 없는 발음(수업은 사실상 못듣는다고 보면됨) 2. 시험 중간 기말 치는거 말고 A4 3페이지짜리 레포트(중간고사 기간에 내야됨)랑 5분짜리 프레젠테이션을 발표해야합니다. Ppt가 460페이지예요 물론 다 공부는 안해도 되겠지만 전날 벼락치기... 상당히 힘들어보이네요ㅜㅠ 3. 출석은 안부릅니다 이게 사실상 유일한 꿀인 것 같아요..  사실 이거 두개만 해도 꿀강은 아닌것 같네요.. 꿀강들 많이 들어봤는데 꿀강은 절대 아닌 것 같네요,0
그냥 교수님이 공부하라한 곳만 보면 퀴즈랑 시험 다 맞출 수 있어요. 시험도 2시간씩 공부하고 에쁠 받아갔슴니다.,0
퀴즈귀찮은거빼면 완벽 그자체입니다. 시험 쉽고 출결없고 그냥 개꿀,0
친절하게 설명해주셔서 좋았습니다. 영어 못 해도 괜찮습니다,0
전공스러운 깊이 실생활에 도움되는 경제지식 2-3주마다 퀴즈준비하기 귀찮은거 빼면 다 좋았네요 학점까지 잘 주심,0
투자자산운용사를 영어로 배우는 느낌. 따신분들은 개꿀일거같네여,0
교수님이 정말 친절하세요!! 밑에도 적혀있지만 학생을 정말 우선으로 생각해주시는 교수님입니다.,0
공대생인데도 경제+영전 과목에서 에제 받고 갔어요. 학점 아주 잘주셔요.👍,0
영전 채우려고 들었는데 교수님이 너무너무 좋으신 분이었어요. 수업도 열정적이시고 학생들 모르는 부분 있는지 물어봐주시고 모르면 이해될 때까지 쉽게 설명해주세요. 제가 영어를 잘 못해서 수업시간에 못알아들은거는 교재로 다시 읽어보면서 공부했어요. 퀴즈도 핸드아웃 보면서 복습하면 충분히 풀수 있구요. 퀴즈 내용이랑 핸드아웃 쭉 일회독 하시면 시험도 좋은 점수 받을 수 있을거예요. 발표는 강의실에서 안하고 녹화해서 피피티랑 같이 제출했습니다.,0
문과+경제알못+영어못하는 학생임 계절학기로 들었는데 교수님 진짜진짜 좋으심 퀴즈나 시험은 전날에 예시문제나 요약 해주셨고 경제 관련해서 기본지식도 전~혀 없었는데 중요한 부분은 계속 반복설명 해주셔서 듣기 어렵지 않았음 저는 시험은 걍 전날 요약본 보면서 피피티 파파고 돌려서 읽고 외웠는데 할만하고 과제도 금방 할 수 있음. 발표도 원하는 사람만 하는 거라 부담없고 학생들 다 있을 때 하는 것도 아니었음 (정규학기땐 어떨지 모르겠음) 수업 좀 일찍 끝내시고 발표할사람만 남아서 하고 가는 식으로 진행됨 퀴즈나 시험 과제 아예 안 한 거면 모르겠는데 하라는 것만 다 하면 비쁠 이상으로 다 채워주는듯함. 저는 발표 안 했고 과제도 가이드라인만 맞춰서 제출에 의의를 두고 한 데다 출석도 체크하는 날만 나가고 체크 안하다고 하신 날에는 거의 빠졌는데 비쁠 뜸 영전 꿀강임 ㄹㅇ 추천,0
새로 오신 교수님이 수업도 정말 열심히 하시고  학생들을 인격적으로 존중해주시는 것이 너무 좋았음  학생들 눈 마주치면서 표정 이해 못한 거 같으면 더 사례들어서 설명해주시고 해서 배워간 것도 많았음 너무 좋으신 분이라 가끔 출튀한 게 너무 죄송할정도 ㅜㅜ,0
학점 받기도 편하고 교수님도 너무 좋아요 무조건 들으세요,0
한 3주 간격으로 간단한 quiz가 있습니다. 중간 기말 그리고 간단한 동영상 발표 파일 제출로 성적을 평가하십니다. 생각보다 부담없이 들을 수 있는 수업입니다.,0
The professor is really nice and is passionate about the subject. Was glad that I took the class.,0
avoid this class if you can… i mean the professor was nice but when it comes to homework and grades she is just… no,1
강의도 무난하게 좋고 교수님도 좋고 친절하십니다.,1
매 수업마다 영어로 토론해야 하기 때문에 소심하면 좀 힘들 수 있음. 발표가 총 세 번 있음.,1
교수님 수업은 참여만해도 동기부여가 된다 :) 항상 밝은 모습으로 모든 학생에게 친절하신 교수님! 수업 구성도 탄탄하고 학생들에게 스스로 생각하고 의견을 말하게 많이 도와주신다! 너무너무 좋아요 :),1
교수님 정말 친절하시고 친근하심. 강의력 좋으시고 영어 회화 능력을 크게 끌어올릴 수 있음,1
교수님 진짜 착함. 수업 제목만 보면 엄청 부담스러울 수 있는데 토론수업 아니고 감정에 호소하기 등등 각종 화법배우는 수업임. 어렵지도 않고 다 좋은데 과제가 꾸준히 매주 나오고 한번 크게 나올때 엄청 빡빡함. 평가기준을 설명하기 위한 ppt가 따로있는데 그것만 몇십장짜리임. 여러모로 결정적인 순간에 사람 귀찮게함,1
강의평이 많이 없어서 많이 걱정하고 들었습니다. 우선 수업 수강하는 학생 대부분이 외국에서 유학생활하신 분들이라서 영어를 편하게 하실수 있을 정도여야지 수강이 가능할것으로 보입니다. 교수님이 처음에 수업이 많이 어렵다고 겁주셔서 자신이 없었지만 생각보다 너무 재미있었고 많은것을 얻을수 있는 수업이였습니다. 매주 짧은 디스커션 쓰는게 있는데 어렵지는 않습니다. (전 에이 쁠 받았습니다!),1
최고의 강의. 교수님 정말 친절하시고 수업 퀄리티도 좋음. 캠퍼스에서 대면 수업 하지 못한 것이 아쉬움. 오픈마인드로 편하게 대해주시는 편이고 팀 과제가 매주 있긴 하지만 의견 합치는거라 사실상 팀플도 아님. 시험은 기말에 한 번 봄.,1
매주 팀별 협상 시뮬레이션이 있는데 재미있었어요.,2
시간 내에 인터넷 강의를 보고 숙제는 인터넷에 검색하면 간단하게 끝낼 수 있고 시험 전에 복습하면 좋은 성적을 얻을 수 있습니다.,3
교수님은 점수를 잘 주시고 엄청 좋으신 분인 것 같습니다 하라고 하시는 것 다 하시면 무조건 에이쁠 받을 수 있습니다!!! 강추!!!,3
꿀수업 중의 꿀수업입니다..! 너무 쉬워요.,3
꿀강!!! 무조건 들으세요!!!!!! 시험도 오픈북이어서 만점 ㅆ가능입니다,3
교수님 참 좋은 분이시고 점수도 잘 주심 일주일 과제가 나오는데 과제 자체가 어렵진 않음 에이쁠 받았으니까 개추,3
엄청쉬움 그냥 틀어놓고있으면 됨 얻어가는것도 없고 그냥 그럼,3
시험은 기말 중간 있는데 피피티에서 피피티에 다 있는거라서 괜찮아요! 추천!,3
Honestly I don’t think I learnt anything useful  from this course. After about 3 weeks I ended up just playing the videos while I do something else. For the exam I just read the PPTs one day before  and also had them open on my iPad during the exam. I was able to solve almost all the questions easily. There were also some questions on the exam that were in the quizzes so you can revise the quizzes while preparing for the exam. Easy A+,3
시험 두번  ppt가 상세합니다. 도움이 됩니다.,3
간단하고 좋아요!셤은 주말에 봐요.  기본적인 한국어를 배울 수 있어요. 완전 기본 한국어 문법이런걸로요.,3
한국어 공부 많이 할 수 있습니다.추천!!추천!!추천!!추천!!,3
매주 간단한 과제 있음 강의를 귀를 기울여 들으면 시험을 굳이 준비 하지 않아도 될 걸 같았음,3
과제랑 퀴즈만 잘 하면 A+ 가능합니다. 시험도 쉬웠어요,3
꿀수업! 외국 학생들에게 추천!온라인으로 녹화 수업을 해요.,3
녹강이라 시간날때 들어가서 보면 됨 부담도 없고 그냥 딱 외국인들에게 고급한국어임 나름 추천함,3
녹화 강의라서 미리미리 들어야 나중에 힘들수도 있습니다. 한국어에 대해 잘 알 수 있고 과제와 시험만  잘 보시면 에이플은 가능합니다!! 꿀강이에요^^,3
Horrible grading Horrible class Don’t ever take this class!   He over explains simple matters teaches useless and boring content. (At first I thought it is funny but it kept getting more annoying as time went by)  He is too strict when grading though he said in the beginning of the class that this will be superrr easy. I don’t know what he was talking about or why he is acting like this all of a sudden.  Don’t take this course for your own mental health!,4
기말고사 1회만 보고 과제 2번이 있응 출결거의하지 않지만 공지를 수업시간에만 해서 친구와 같이 2인1조로 듣는것 추천. 기말고사 방식이 어지러웠으며 개선해야 할것이 분명. 혼자이고 게으르다 싶은 사람은 듣지 말것,5
