대학교 4년 중 최악의 교수님 인성적으로 별로라기보다는 프로페셔널하지가 못함. 허구헌날 강의 주제가 동물 복지에서 다른 개인사로 흘러감. 강의력도 별로, 수업 2시간 중 한 시간만 강의하고 나머지는 팀플 준비하라하시고 조기 퇴근 하는 경우가 다반사.  솔직히 강의 퀄리티에 신경 많이 쓰는 편 아니고 학점 따려고 꿀 교양 들은 적도 많은데 이 수업은 진짜 대학교 강의라고 믿기 어려울 정도로 교수님 수업 진행이 아쉬움...  영어 실력과 별개로 배울 것도 없고 학점도 날먹은 아니라 진심 비추합니다...	0
개인 경험 토대로 솔직한 리뷰를 남기겠습니다 (*별은 개인적으로 0점이지만 많은 사람들이 보라고 5점으로 정했습니다*): 참고로 저는 한국어 영어 반반 하는 제외국민입니다 그리고 한번 출석 빠져서 A0 받았습니다. ㅠㅠ 장단점 말하기 앞서서 먼저 교수님 대한 소문(?) 과 공통 질문들 답장 할게요. - 교수님이 학생들 꼽주고 좋아하는 학생들만 우대하나요? R: 의도는 농담이지만 ‘아메리칸’유머랑 한국 유머의 차이점을 고려하지 않고 웃기지 않는 풍자개그를 계속해서 꼽주는 것처럼 보인다. 그래서 교수님은 개그 욕심과 자부심이 있어서 이런 상태가 온거다. 그리고 학생 우대는 있고 그 자격을 받으려면 거의 교수님 신도자가 되야한다 (앞에서 수업보고 계속 물어보고 일치한 생각으로 과제하고).  - 영어 수업인데 한국 학생이 수강 가능한가요? R: 솔직히 말하면 추천은 안 한다. 왜냐하면 외국인들과 저 같은 제외국민들로 구성되어서 거의 한국 학생은 거의 1-3 있었다. 그리고 교수님 아부 수업이기 때문에 수업도중에 질문과 토론 할 수 있는 회화를 갖고 있어야 한다. 하지만 만약 영어 쓰기와 발표를 잘 할 자신과 같이 수강할 친구가 있으면 A+ 받는 가능성이 있기 때문에 생각해보세요.   수업 내용: 리포트 3개 (초중끝에 하나씩 난이도는 기본 글쓰기 할 수있으면 괜찮다) + 팀 발표  장점: ‘하라는’ 대로 만 과제 제출 내고 매일 출석하면 A 는 기본적으로 받을 수 있다.  단점: - ‘하라는’대로 가 매우 중요하다. 이 뜻은 교수 생각과 일치하지 않은 면 바로 감점.  - 수강 친구 중요함! 팀플이 수업 성적에 큰 비중이 있기 때문에 같은 점수 받는 과제이므로 수업에서 친구 만들 자신 있는 E 아니면 생각해세요 (*전 I여서 남은 외국인 학생가 했는데 잠수를 ㅠㅠ)  - 수업 가치 아예 없다: Animal Ethics 이름 맞게 배우는 theory 난 토론은 아예 안 배우고 오로지 자기 원하는 수업만 한다 (*그래서 뇌 빼는 좋은 학점 수업 원하면 장점 일수도 있다)  결론: 말로는 꿀 교양으로 인식 된 이 수업은 어떤 목적과 개인 능력과 관심 바탕으로 답이 달라진다. 그리고 학습을 원하는 수업을 찾는거면 다른거 찾고 학점용 찾는 거면 생각 해도 된다.	0
개인적으로 별루인 수업입니다. 교수님이 원하시는 내용을 안 쓰면 점수를 잘 안 주십니다. 딱히 배우는 내용도 없어요.	0
The professor just doesn’t even seem like he wants to be there.	0
성적 잘줌 대충했는데 A받음 과제 할때 animal ethic에대해 좋게 쓰고 얘기 잘하면 점수잘줌	0
그냉 시간 낭비 했어요 ㅋㅋ 출석 제대로 지키고 과제도 제대로 냈는데 ㅋㅋ 영어 좀 못 하고 발표 때 좀 못 했는데 F받음ㅋㅋㅋ 그냥 다른 영어수업 들을꺼 있으면 다른거 듣고 한번 경험해보고 싶다면 이수 업 들으세요 ㅋㅋ	0
괜찮음. 과제가 꽤 있지만 형식 까다롭게 지키면 점수는 잘 주심. 중간 기말 없고 대신 팀플 발표 있음. 과제 발표 팀플할지 혼자 할지 결정할 수 있는데, 친구가 같이 팀플하자고 그래도 절대 거절하고 무조건 혼자해야함.	0
He is so strict. He is really only about his guidelines. If you don't follow you can't get marks. Plus if you will try to argue for more marks, he is not going to listen but might even reduce your marks.	0
Worst professor I’ve ever come across in terms of flexibility and being adaptable to changes. He’s also very passive aggressive and rude to his students for example, if you ask him a question and he’ll reply you with “So? What do you want me to do?” There’s also no point sending him an email asking him for help in assignments as he will not reply to you even though he said he would. The way he talks is also so boring, uninteresting and monotone. The class content is fun and interesting but the way he carried out the class has ruined everything. And what’s the point of asking everyone to introduce themselves on the first day, claiming that he wants to know how to pronounce our names correctly, but proceeds to pronounce it wrongly for the rest of the semester? ㅎㅎㅎㅎㅎ	0
교수님 무례하심 영어 못하는 애들 수업시간에 꼽주고 그랬음ㅋㅋㅋ 팀플 파트너 중요함 같이 들을 친구 없으면 듣지 마셈 영어 못하면 그냥 다른 수업 찾아서 들으셈 매 수업마다 애들 모여서 이야기하는거 있음 성적은 잘 주는 편은 아닌거 같음  굳이 이런 불쾌한 경험을 하면서까지 이 수업을 들어야 하나? 라는 생각이 앞서서 추천해주고 싶지 않음	0
