왜 꿀강이라는지 모르겠음.. 아직 시험치기 전이긴한데 느끼는 거 그대로 말씀드릴게요1. 영전인데 도저히 알아들을 수 없는 발음(수업은 사실상 못듣는다고 보면됨)2. 시험 중간 기말 치는거 말고 A4 3페이지짜리 레포트(중간고사 기간에 내야됨)랑 5분짜리 프레젠테이션을 발표해야합니다. Ppt가 460페이지예요 물론 다 공부는 안해도 되겠지만 전날 벼락치기... 상당히 힘들어보이네요ㅜㅠ3. 출석은 안부릅니다 이게 사실상 유일한 꿀인 것 같아요.. 사실 이거 두개만 해도 꿀강은 아닌것 같네요.. 꿀강들 많이 들어봤는데 꿀강은 절대 아닌 것 같네요	0
그냥 교수님이 공부하라한 곳만 보면 퀴즈랑 시험 다 맞출 수 있어요. 시험도 2시간씩 공부하고 에쁠 받아갔슴니다.	0
퀴즈귀찮은거빼면 완벽 그자체입니다. 시험 쉽고 출결없고 그냥 개꿀	0
친절하게 설명해주셔서 좋았습니다.영어 못 해도 괜찮습니다	0
전공스러운 깊이, 실생활에 도움되는 경제지식2-3주마다 퀴즈준비하기 귀찮은거 빼면 다 좋았네요학점까지 잘 주심	0
투자자산운용사를 영어로 배우는 느낌. 따신분들은 개꿀일거같네여	0
교수님이 정말 친절하세요!! 밑에도 적혀있지만 학생을 정말 우선으로 생각해주시는 교수님입니다.	0
공대생인데도 경제+영전 과목에서 에제 받고 갔어요.학점 아주 잘주셔요.👍	0
영전 채우려고 들었는데 교수님이 너무너무 좋으신 분이었어요. 수업도 열정적이시고 학생들 모르는 부분 있는지 물어봐주시고 모르면 이해될 때까지 쉽게 설명해주세요. 제가 영어를 잘 못해서 수업시간에 못알아들은거는 교재로 다시 읽어보면서 공부했어요. 퀴즈도 핸드아웃 보면서 복습하면 충분히 풀수 있구요. 퀴즈 내용이랑 핸드아웃 쭉 일회독 하시면 시험도 좋은 점수 받을 수 있을거예요. 발표는 강의실에서 안하고 녹화해서 피피티랑 같이 제출했습니다.	0
문과+경제알못+영어못하는 학생임계절학기로 들었는데 교수님 진짜진짜 좋으심퀴즈나 시험은 전날에 예시문제나 요약 해주셨고 경제 관련해서 기본지식도 전~혀 없었는데 중요한 부분은 계속 반복설명 해주셔서 듣기 어렵지 않았음 저는시험은 걍 전날 요약본 보면서 피피티 파파고 돌려서 읽고 외웠는데 할만하고 과제도 금방 할 수 있음. 발표도 원하는 사람만 하는 거라 부담없고 학생들 다 있을 때 하는 것도 아니었음 (정규학기땐 어떨지 모르겠음) 수업 좀 일찍 끝내시고 발표할사람만 남아서 하고 가는 식으로 진행됨퀴즈나 시험, 과제 아예 안 한 거면 모르겠는데 하라는 것만 다 하면 비쁠 이상으로 다 채워주는듯함. 저는 발표 안 했고 과제도 가이드라인만 맞춰서 제출에 의의를 두고 한 데다 출석도 체크하는 날만 나가고 체크 안하다고 하신 날에는 거의 빠졌는데 비쁠 뜸영전 꿀강임 ㄹㅇ 추천	0
새로 오신 교수님이 수업도 정말 열심히 하시고 학생들을 인격적으로 존중해주시는 것이 너무 좋았음 학생들 눈 마주치면서 표정 이해 못한 거 같으면더 사례들어서 설명해주시고 해서 배워간 것도 많았음너무 좋으신 분이라 가끔 출튀한 게 너무 죄송할정도 ㅜㅜ	0
학점 받기도 편하고 교수님도 너무 좋아요 무조건 들으세요	0
한 3주 간격으로 간단한 quiz가 있습니다.중간 기말 그리고 간단한 동영상 발표 파일 제출로 성적을 평가하십니다. 생각보다 부담없이 들을 수 있는 수업입니다.	0
The professor is really nice and is passionate about the subject. Was glad that I took the class.	0
진짜 완전 꿀강의에요 강추합니당 과제도 어렵지 않고 시험도 괜찮습니다	1
교수님은 점수를 잘 주시고 엄청 좋으신 분인 것 같습니다하라고 하시는 것 다 하시면 무조건 에이쁠 받을 수 있습니다!!! 강추!!!	1
꿀수업 중의 꿀수업입니다..! 너무 쉬워요.	1
꿀강!!! 무조건 들으세요!!!!!! 시험도 오픈북이어서 만점 ㅆ가능입니다	1
중간/기말고사 시험은 퀴즈 방식으로 하고피피티를 읽으면 잘 풀릴 수 있고 과제도 관장히 쉬워요.다만 온라인강의 출석기간이 있어서 시간 관리 잘 해야되요.	1
엄청쉬움그냥 틀어놓고있으면 됨얻어가는것도 없고 그냥 그럼	1
시험은 기말 중간 있는데 피피티에서 피피티에 다 있는거라서 괜찮아요!추천!	1
Honestly I don’t think I learnt anything useful  from this course. After about 3 weeks, I ended up just playing the videos while I do something else. For the exam, I just read the PPTs one day before  and also had them open on my iPad during the exam. I was able to solve almost all the questions easily. There were also some questions on the exam that were in the quizzes so you can revise the quizzes while preparing for the exam. Easy A+	1
그냥 하라는 대로만 하면 에이쁠 나옴. 내용도 유익함.	1
간단하고 좋아요!셤은 주말에 봐요. 기본적인 한국어를 배울 수 있어요. 완전 기본 한국어 문법이런걸로요.	1
한국어 공부 많이 할 수 있습니다.추천!!추천!!추천!!추천!!	1
매주 간단한 과제 있음강의를 귀를 기울여 들으면 시험을 굳이 준비 하지 않아도 될 걸 같았음	1
봐야할 영상 좀 많는 편인 것 같아! 조금 지루웠어요.. 근데 점수 나쁘지 않았어요..	1
꿀수업! 외국 학생들에게 추천!온라인으로 녹화 수업을 해요.	1
녹강이라 시간날때 들어가서 보면 됨 부담도 없고 그냥 딱 외국인들에게 고급한국어임 나름 추천함	1
녹화 강의라서 미리미리 들어야 나중에 힘들수도 있습니다. 한국어에 대해 잘 알 수 있고 과제와 시험만  잘 보시면 에이플은 가능합니다!! 꿀강이에요^^	1
이번 학기는 녹화 강의입니다. 시험 내용이 모두 녹화 영상과 관련된 것이어서 결석하지 않고 과제와 시험을 열심히 하면 문제가 없습니다.	1
싸강이고 과제가 딱 한번 있어서 개꿀입니다!! 시험 두번 다 온라인으로 보고  퀴즈에서 똑같은 문제 나옵니다. 그리고 시간이 촉박할 수 있지만 답안 빨리빨리 찾을 수 있으면 만점 ㅆㄱㄴ. 다들 이 수업 듣고 에이쁠 받아가세요~	1
과제도 매주 있는데 할만 함. 시험도 강의 들으면 다 풀 수 있는 내용이리 너무 쉽고 유학생이면 강추!	1
교수님 좋으시고 점수를 잘 주셨습니다!! 중간시험 1개랑 기말시험 1개랑 과제 1개밖에 없습니다. 저는 에플 받아서 마음 너무 들었습니다!!	1
과제는 딱 한번 시험 두번 있었는데 전부 다 Quiz에서 냄A+	1
좋아요. 교수님도 친절하십니다.과제 부담이 없습니다	1
좋아요. 수업을 잘 설명해주셔서 쉽게 이해할 수 있었음.	1
본수업을 추천하지 않습니다수업은 교수님이 관심있는 주제에 대해서 이야기하는 방식으로 이루어짐오늘은 아프리카 티비에 대해서 심도있게 배웠음철구는 별풍선을 받지 않고 싶어하고 미션위주로 방송이 진행되는 것과 아프리카의 나락 극락 비난하는 문화 지금 가장 인기있는 게임 분야는 스타크래프트인 것 그리고 웅이?의 전여자친구가 때린것을 폭로했다는 것 등등앞으로 선정되는 주제들도 이와 크게 다르지 않을듯함영전수업이고 한국원어민 발음으로 직역한듯한 영어를 구사하심수업을 짧게 하셨다면 앞서 언급한 것들을 그래도 감수하면서 들었을 것 같음 수업의 방향성에 일관성은 있는거니까(배우는게 없는 짧은강의) 근데 풀강임 수업시간을 채우는 교수님 앉아있어야하는 학생들 모두 불행인 강의	2
꿀강본인 스페인어 배운적 있다하면 너무 쉽게 A+받아갈 수 있음!내가 들을 땐 출결도 체크 안하심 ㅎ	3
이 교수님은 쁠채워주시기 때문에 열심히만 하면 에쁠 확정임. 학생들 정말 많이 생각해주시고 수업도 열정적으로 하시나 간혹 지나치게 깐깐하신 경향이 있으시긴 함. 그래도 중간고사 없고 수업 열심히 들은 학생이 성적 잘 받아간다는 점에서 정당하고 멋진 수업이라 생각. 수업 내용은 스페인어 회화보다는 문법에 비중을 두심.	3
강평이 좋아서 수강했으나 같은 교수님 수업이 맞나 싶을 정도로 본인에게는 잘 맞지 않았던 수업결론적으로 성적은 잘 나왔고 수업도 어렵진 않았으나 교수님과의 성향 차이였던 것으로 생각됨논리를 매우 강조하시고 그 논리를 따라오지 못하는 학생들을 다그치고 통제하려고 하시는 경향이 있으셔서 수업 내내 피로감을 느낌모르는 부분에 대해 질문을 하면 ’이 부분이 공부가 안 돼서 그렇다, 질문 내용이 이해가 안 된다, 수업 시간에 다 설명한거다‘ 등등의 꾸지람을 1분 정도 들은 뒤에 불친절한 답변을 받을 수 있음교수님이 나쁜 분은 아니신 것 같지만 본인은 한 학기 내내 스트레스를 받음수업 내용 자체는 크게 호불호를 탈 수업이 아니라 교수님과 성향만 잘 맞는다면 좋은 수업이 될 수도 있을 것..	3
재밌음. 시험 기말 한번에 오픈북인데 오픈북 믿고 공부 안하고 가면 큰일남. 출결도 없는데 그만큼 자기 손해.	3
오픈북이라고 공부안하고 가면 절대 안됨문제 난이도는 그렇게 어렵진 않음 한만큼 나오는듯	3
